EXAMPLE_ID,RANK_1,RANK_2,RANK_3,RANK_4,RANK_5
igbt_0060_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0061_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0061_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0062_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0062_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0063_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0063_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0064_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0064_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0065_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0065_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0066_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0066_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0067_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0067_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0068_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0068_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0069_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0069_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0070_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0070_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0071_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0071_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0072_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0072_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0073_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0073_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0074_f60,DENSIFY OXIDE,DENSIFY DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0074_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0075_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0075_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0076_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0076_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0077_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0077_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0078_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0078_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0079_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0079_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0080_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0080_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0081_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0081_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0082_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0082_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0083_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0083_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0084_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0084_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0085_f60,MEASURE DIELECTRIC THICKNESS,MEASURE FILM THICKNESS,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0085_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0086_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0086_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0087_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0087_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0088_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0088_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0089_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0089_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0090_f60,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 5
igbt_0090_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0091_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0091_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0092_f60,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0092_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0093_f60,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0093_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0094_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0094_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0095_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0095_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0096_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0096_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0097_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0097_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0098_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0098_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0099_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0099_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0100_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0100_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0101_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0101_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0102_f60,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0102_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0103_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0103_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0104_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0104_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0105_f60,SPIN COAT PHOTORESIST,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0105_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0106_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0106_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0107_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0107_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0108_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0108_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0109_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0109_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0110_f60,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 5
igbt_0110_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0111_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0111_f80,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH
igbt_0112_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0112_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0113_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0113_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0114_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0114_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0115_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0115_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0116_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0116_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0117_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0117_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0118_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0118_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0119_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0119_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0120_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0120_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0121_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0121_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0122_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0122_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0123_f60,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0123_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0124_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0124_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0125_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0125_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0126_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0126_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0127_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0127_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0128_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0128_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0129_f60,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 5
igbt_0129_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0130_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0130_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0131_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0131_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0132_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0132_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0133_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0133_f80,CURE PASSIVATION,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE,STRIP RESIST
igbt_0134_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0134_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0135_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0135_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0136_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0136_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0137_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0137_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0138_f60,DENSIFY OXIDE,DENSIFY DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0138_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0139_f60,MEASURE FILM THICKNESS,MEASURE DIELECTRIC THICKNESS,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0139_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0140_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0140_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0141_f60,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
igbt_0141_f80,CLEAN AFTER METAL ETCH,CLEAN AFTER POLY ETCH,CLEAN PAD OPENING,CLEAN AFTER VIA ETCH,CLEAN AFTER ETCH
igbt_0142_f60,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE,STRIP RESIST,STRIP PHOTORESIST
igbt_0142_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0143_f60,MEASURE SURFACE PLANARITY,MEASURE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0143_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0144_f60,CMP INTERLAYER DIELECTRIC,CMP DIELECTRIC,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0144_f80,MEASURE LINE WIDTH,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST
igbt_0145_f60,SOFT BAKE,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,STRIP RESIST,STRIP PHOTORESIST
igbt_0145_f80,DEPOSIT PASSIVATION,DEPOSIT PASSIVATION LAYER,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0146_f60,ALIGN MASK LEVEL 1,ALIGN MASK LEVEL 2,ALIGN MASK LEVEL 3,ALIGN MASK LEVEL 4,ALIGN MASK LEVEL 5
igbt_0146_f80,OPEN PAD WINDOW,OPEN BOND PAD WINDOW,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0147_f60,MEASURE PLANARITY,MEASURE SURFACE PLANARITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0147_f80,MEASURE PASSIVATION THICKNESS,MEASURE PASSIVATION QUALITY,DEVELOP PHOTORESIST,SPIN COAT PHOTORESIST,SOFT BAKE
igbt_0148_f60,CMP DIELECTRIC,CMP INTERLAYER DIELECTRIC,SPIN COAT PHOTORESIST,DEVELOP PHOTORESIST,SOFT BAKE
